transcendental ,/adj./@先驗的;,/adj./@卓越的;,/adj./@超自然的;,/adj./@超凡的;,/adj./@超越的;,/adj./@人智所不及的;
astrophysicist ,/n./@天體物理學家;
philanthropist ,/n./@慈善家;,/n./@博愛主義者;
